cluster_id,name,description,price,manufacturer
394,Sony Black Handycam Camcorder Soft Carrying Case - LCSX20,Sony Black Handycam Camcorder Soft Carrying Case - LCSX20/ Compatible To Hard Drive And DVD Camcorders/ Stain Resistant Nylon/ Organizer For Accessories/ Shoulder Held Case,,Sony
395,Samsung 19' Black Flat Panel Series 4 LCD HDTV - LN19A450,"Samsung 19' Black Flat Panel Series 4 LCD HDTV - LN19A450/ 3,000:1 Dynamic Contrast Ratio/ 1440 x 900 True 720p Resolution/ 8ms Response Time/ Cold Cathode Fluorescent Lamp (CCFL)/ Hidden Bottom Speakers/ SRS TruSurround XT/ Built-In ATSC/Clear QAM Tuner/ V-Chip System/ Black Finish",$348.00,Samsung
396,Samsung 26' Black Flat Panel Series 4 LCD HDTV - LN26A450,"Samsung 26' Black Flat Panel Series 4 LCD HDTV - LN26A450/ 5,000:1 Dynamic Contrast Ratio/ 1366 x 768 True 720p Resolution/ 8mm Response Time/ Cold Cathode Fluorescent Lamp (CCFL)/ Hidden Bottom Speakers/ SRS TruSurround XT/ Built-In ATSC/Clear QAM Tuner/ V-Chip System/ Black Finish",$549.00,Samsung
397,"Samsung PN63A650 - 63' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Touch of Color Design - PN63A650T","Samsung 63' Black Flat Panel Series 6 Plasma HDTV - PN63A650/ 1920 x 1080 Full HD Resolution/ 1,000,000:1 Dynamic Contrast Ratio/ DNIe Pro/ Picture-In-Picture/ SRS TrusurroundXT/ Ultra FilterBright Anti Glare Filter/ 100,000 Hour Panel Life/ Touch Of Color/ ATSC/NTSC/Clear QAM Built-In Tuner/ Black With Red Finish","$1,699.98",Panasonic
398,Sony Remote Control Tripod - VCT60AV,Sony Remote Control Tripod - VCT60AV/ A/V Remote Connector/ 4 Stage Leg Extension/ Extends From 18.9' To 57.6' In Height/ Guide Frame Feature/ Available Vertical Position/ Supplied Carrying Case/ Black Finish,$99.00,Sony
399,Samsung 5 Disc Home Theater Surround Sound System - HTTZ515,Samsung 5 Disc Home Theater Surround Sound System - HTZ510/ 5-Disc DVD Changer/ HDMI Output/ 5.1 Channel Home Theater Audio System/ Multimedia Disc Playback/ XM Satellite Radio-Ready/ Wireless Ready/ iPod Connectivity Compatible/ Black Finish,$279.00,Samsung
400,Samsung 56' Black Widescreen Series 6 DLP HDTV - HL56A650,"Samsung 56' Black Widescreen Series 6 DLP HDTV - HL56A650/ 1920 x 1080p Resolution/ 2,500:1 Contrast Ratio/ Cinema Smooth Light Engine/ 3D Movie Viewing And Gaming/ DNIe Technology/ 3 HDMI Inputs/ Wiselink USB Connection/ TruSurround XT/ NTSC/ATSC/Clear QAM Tuner/ Black Finish","$1,079.96",Samsung
401,Samsung 61' Black DLP Projection HDTV - HL61A650,"Samsung 61' Black Series 6 DLP HDTV - HL61A650/ 1920 x 1080p Resolution/ 2,500:1 Contrast Ratio/ Cinema Smooth Light Engine/ 3D Movie Viewing And Gaming/ DNIe Technology/ 3 HDMI Inputs/ Wiselink USB Connection/ TruSurround XT/ NTSC/ATSC/Clear QAM Tuner/ Black Finish","$1,076.94",Samsung
402,Sony Soft Camera Carrying Case - LCSMX100,Sony Soft Camera Carrying Case - LCSMX100/ Stain Resistant Nylon/ Colored Interior/ Movable Partition/ Build-In Modular Interface/ Black Finish,$32.78,Sony
403,Panasonic Silver Lumix Wide Angle Lens Digital Camera - DMCTZ5S,Panasonic Silver Lumix Wide Angle Lens Digital Camera - DMCTZ5S/ 9.1 Megapixel/ LEICA 28mm Wide-Angle Lens With 10x Optical Zoom/ 3.0' LCD Display With Intelligent LCD Function/ Burst Mode/ Scene Mode/ Auto Angle Detection/ 27MB Built-In Memory/ SD Memory Slot/ Silver Finish,,Panasonic
404,Transcend 4GB Micro Secure Digital Memory Card - TS4GUSDHC6,Transcend 4GB Micro Secure Digital Memory Card - TS4GUSDHC6/ 4GB MicroSD Card With Adapter/ Compatible With Cell Phones And Mobile Devices With MicroSD Input/ Mechanical Write Protection Switch/ Includes Adapter To Fit SDcard Slot For Data Transfer/ Compliant With Secure Digital Music Initiative/ Black Finish,$6.85,TRANSCEND INFORMATION
405,Panasonic Palmcorder SDR-H40 Digital Camcorder,Panasonic 40GB Hard Drive Camcorder - SDRH40/ Advanced Optical Image Stabilization/ 40GB Internal Hard Drive/ Up To 36 Hours Recording Time/ Anti-Shock Shield/ One-Touch DVD Copying/ Wind Noise Reduction/ Intelligent Contrast Control/ Built-In SD Slot/ 42x Optical Zoom/ Silver Finish,$328.88,Panasonic
406,Belkin Neoprene Sleeve for MacBook Air - Neoprene - Black,Belkin Neoprene Sleeve For MacBook Air - F8N065BLK/ Slim And Lightweight/ High Quality Neoprene Protective Case/ Asymmetrical Zipper/ Black Finish,,Belkin
407,Klipsch Groove PM20 Computer Speakers - GROOVEPM20BK,Klipsch Groove PM20 Computer Speakers - GROOVEPM20BK/ 6 Ohms Nominal Impedance/ 3Full-Range 2.5? Fiber Composite Driver/ Overload Protection/ System-Specific Loudness Contour/ Black Finish,$99.00,Klipsch
408,"LG 42PG20 - 42' Widescreen 720p Plasma HDTV - 20,000:1 Dynamic Contrast Ratio","LG 42' Black Plasma Flat Panel HDTV - 42PG20/ 1024 x 768p HD Resolution/ Dual XD Engine/ 20,000:1 Contrast Ratio/ Fluid Motion 180Hz Effect/ 3x HDMI V.1.3 With Deep Color/ Clear Voice Technology/ LG SimpLink Connectivity/ 100,000 Hours To Half Brightness Lamp Life/ PC Input/ ATSC/NTSC/Clear QAM Tuner/ Black Finish",,LG Electronics
409,Weber Gas Barbecue Rotisserie - 7519,"Weber Gas Barbecue Rotisserie - 7519/ Fits Genesis E-300, S-300 Gas Grills/ Heavy-Duty Electric Motor/ Counterbalance For Smooth Turning",$80.00,Weber
410,Weber Cast Iron Griddle for Genesis Silver As and Spirit 500s & Spirit 200 Series,Weber Cast Iron Griddle - 7542/ Heavy-Duty Cast Iron Griddle/ Two-Sided For Cooking A Variety Of Foods/ Fits Several Weber Grills,$44.99,Weber
411,Samsung 22' Black Flat Panel Series 6 LCD HDTV - LN22A650,"Samsung 22' Black Flat Panel Series 6 LCD HDTV - LN22A650/ 1680 x 1050 True 720p Resolution/ 5,000:1 Dynamic Contrast Ratio/ SRS TruSurround XT/ Built-In Digital Tuner (ATSC/Clear QAM)/ Wide Color Enhancer/ 8ms Response Time/ Touch Of Color Design/ Black With Red Finish",$399.00,Samsung
412,Sony 5.1 Channel Black A/V Receiver - STRDG520,"Sony 5.1 Channel Black A/V Receiver - STRDG520/ 100 Watts X 5 Power/ 1080p HDMI Pass Through/ Accepts 1080/60p And 24p Video Signal Via HDMI/ Dolby Digital, Dolby Pro Logic, Dolby Pro Logic II, Digital Cinema Sound And Dts Decoding/ Black Finish",$199.00,Sony
413,Sony Black Soft Carrying Case - LCSX30,Sony Black Soft Carrying Case - LCSX30/ Stain Resistant Nylon Case/ Increased Interior Capacity/ Modular Interface/ Black Finish,,Sony
414,Omnimount Moda Collection Series Dark Espresso TV Stand - ECHO50,Omnimount Moda Collection Series Dark Espresso TV Stand - ECHO50/ Accommodates Up To 50' Flat Panels And DLPs/ Components Shelf/ Cable Management System/ Rubberized Feet/ Dark Espresso Finish,,"OMNIMOUNT SYSTEMS, INC"
415,Speck Products SeeThru Case for Apple iMac LCD - IM20-AQU-SEE,Speck SeeThru Aqua Hard Shell Case For 20' iMac - IM20AQUSEE/ Adds Color And Style To iMac/ Easy And Safe To Use/ Totally Removable/ Case Does Not Cover The Screen Or Camera/ Fits 20' Widescreen iMac/ Aqua Finish,,Speck Products
416,Sony alpha DSLR-A300 Digital SLR Camera with 18-70mm Zoom Lens - Black - DSLRA300K,Sony Alpha DSLR Black Camera Body With 18-70mm Zoom Lens - DSLRA300K/ 10.2 MP Super HAD CCD/ Tiltable 2.7 Clear Photo LCD Plus Screen/ Smart Teleconverter 2X Zoom/ Expanded ISO Sensitivity/ Super SteadyShot In-Camera Image Stabilization/ Anti-Dust Technology/ 9-Point Center Cross AF Sensor/ Index and Slide Show Display/ Black Finish,$599.99,Sony
417,Polk Audio I-Sonic ES2 Entertainment System 2 AM/FM and HD Table Radio - AM1195-A,Polk Audio I-Sonic ES2 Music System - ISONIC/ AM-FM And HD Radio With iPod Dock And iTunes Tagging/ 4 Speaker I-Sonic Technology/ Advanced Digital Signal Processing/ Deep Bass From Patented PowerPort Technology/ Dual Alarm Clock/ Full Complement Of Inputs And Outputs/ Black Finish,$336.71,Polk Audio
418,Polkaudio CSi A4 Black High Performance Center Channel Loudspeaker - AM4415-A,Polk Audio CSI A4 Black Center Channel Loudspeaker - CSIA4BK/ 1' Silk/Polymer Dome Tweeter/ Dual 5-1/4' Mid/Woofers/ Magnetic Shielding/ All-MDF Construction/ Acoustically Inert Stamped Driver Baskets/ Floating Anti-Diffraction Grilles/ Dual Bi-Ampable Gold-Plated 5-Way Binding Post Inputs/ Black Finish/ Sold As A Single,$279.95,Polkaudio
419,Polkaudio CSi A4 Cherry High Performance Center Channel Loudspeaker - AM4412-A,Polk Audio CSI A4 Cherry Center Channel Loudspeaker - CSIA4CH/ 1' Silk/Polymer Dome Tweeter/ Dual 5-1/4' Mid/Woofers/ Magnetic Shielding/ All-MDF Construction/ Acoustically Inert Stamped Driver Baskets/ Floating Anti-Diffraction Grilles/ Dual Bi-Ampable Gold-Plated 5-Way Binding Post Inputs/ Cherry Finish/ Sold As A Single,$279.95,Polkaudio
420,Polkaudio CSi A6 Black High Performance Center Channel Loudspeaker - AM6615-A,Polk Audio CSI A6 Black Center Channel Loudspeaker - CSIA6BK/ Dual 6-1/2' Mid/Woofers/ 1' Silk/Polymer Dome Tweeter/ Dual Rear PowerPort Bass Venting/ Magnetic Shielding/ Mylar Bypass Capacitors/ Acoustic Resonance Control (ARC Port) Technology/ Dual Bi-Ampable Gold-Plated 5-Way Binding Post Inputs/ Butyl Rubber Surrounds/ Floating Anti-Diffraction Grilles/ All-MDF Construction/ Black Finish/ Sold As A Single,$449.95,Polkaudio
421,Whirlpool WTW6700TU Cabrio 4.6 Cu. Ft. Top Load Washer (Diamond Dust),Whirlpool Cabrio Diamond Dust Top Loading Washer - WTW6700TU/ 4.5 Cu. Ft. Capacity/ 11 Cycles/ 5 Temperature Settings/ Direct Inject Wash System/ 6th Sense Technology/ Care Control Temperature Management/ Ultra Quiet Wash Plus Sound Package/ Quick Wash/ Soak Cycle/ Triple Dispenser/ See-Through Tempered Glass Lid/ ENERGY STAR Qualified/ Diamond Dust Finish,"$1,029.75",Whirlpool
422,Polk Audio 5.1 Channel Black Home Theater Speaker System - RM705BK,Polk Audio 5.1 Channel Black Home Theater Speaker System - RM705BK/ Heavy-Duty Non-Resonant Composite Enclosures/ Downward Firing Powered 8' Subwoofer/ Built-In Subwoofer Power Amp With Active Crossover/ Three-Sided Cabinet Design/ Magnetically Shielded/ Black Finish,$499.95,Polk Audio
423,Polk Audio Black 10' Powered Subwoofer - PSW110BK,Polk Audio PSW110 Black 10' Powered Subwoofer - PSW110BK/ 100 Watts Continuous Average Output/ 200 Watts Dynamic Power Output/ 10' Dynamic Balance Composite Woofer Driver/ Klippel Optimized Woofer/ High Current Class A/B Amplifiers/ Downward Firing Port/ Line And Speaker Level Inputs/ Non-Resonant MDF Construction/ Black Finish,$299.95,Polk Audio
424,Twenty20 VholdR Mount Adhesive - 2200MA,"Twenty20 VholdR Mount Adhesive - 2200MA/ Removable/ Resists Water, Heat And Cold",$6.00,VholdR
425,Weber Premium Cover for Genesis Sivler A Grills & Spirit E-200 Series,"Weber Premium Black Grill Cover - 7550/ Heavy-Duty Vinyl/ Compatible With Spirit E-200 Series, Spirit 500 And Genesis Silver A Gas Grills/ Black Finish",$40.00,Weber
426,Samsung 2.1 Channel Bluetooth Home Theater System - HTX710T,Samsung HTX810T Sound Bar Home Theater System - HTX810/ 300 Watts/ 2.1 Channel Dolby Digital And DTS/ 5.1 Virtual Surround Sound/ Built-In 1080p Upconverting DVD Player/ Wireless Subwoofer/ USB Host Play/ Bluetooth Capable/ Smart Volume/ Wall Mountable/ Black Finish,$580.14,Samsung
427,Sony 32' BRAVIA XBR Series Black LCD Flat Panel HDTV - KDL32XBR6,Sony 32' BRAVIA XBR Series Black LCD Flat Panel HDTV - KDL32XBR6/ 1920 x 1080 Full HD 1080p Resolution/ Digital Media Extender (DMex)/ BRAVIA Engine Technology/ Advanced Contrast Enhancer (ACE)/ Enhanced (XMB) User Interface With Rich 3D Graphics/ 24p True Cinema/ Black Finish,$998.72,Sony
428,Sony SRS-BTM30 Wireless Stereo Bluetooth Speaker - SRSBTM30,"Sony Stereo Bluetooth Speaker - SRSBTM30/ Compact, Lightweight And Compatible With Bluetooth-Enabled Devices Such As MP3 Players, Mobile Phones And PCs/ 2-Way Power Supply/ 1 Analog Input",,Sony
429,Sony MDREX81LP Comfort Fit Ear Hanger Headphones- Choose Color (Black),Sony MDREX55BLK Black Earbud Style Headphones - MDREX55BK/ 9mm EX Driver Provides Comfort Fit And Deep Bass Sound/ Soft Fitting Silicon Housing/ 3 Sizes Earbuds/ Carrying Pouch/ Black Finish,$39.00,Sony
430,"Hoover EmPower U5269-900 Vacuum (Upright, HEPA, Bagless)",Hoover EmPower Bagless Upright Vacuum - U5269/ Hush Mode/ Power Boost/ No Assembly Required/ Folding Handle For Easy Storage/ Allergen Filter/ 12 Amp Motor/ Tools Included/ Green Finish,$99.00,Hoover
431,Panasonic DECT 6.0 Expandable Digital Cordless Phone With All-Digital Answering System - KXTG9343T,Panasonic DECT 6.0 Expandable Digital Cordless Phone With All-Digital Answering System - KXTG9343T/ 3 Handsets System/ Up To 6 Multi-Handset Capability/ Digital Answering Machine System/ Ringer ID/ Call Waiting Caller ID/ Voicemail/ Hold/ Voice Menu/ Marker Message/ Mute/ Clock/ Alarm/ LED Lighting/ Night Mode/ Call Block/ Speakerphone/ 11 Days Standby/ 5 Hours Talk Time/ Black Metallic Finish,$102.12,Panasonic
432,Sony 7.1 Channel Black A/V Receiver - STRDG720,"Sony 7.1 Channel Black A/V Receiver - STRDG720/ 105 Watts X 7 Amplifier Power/ Accepts 1080/60p And 24p Video Signal Via HDMI/ BRAVIA Sync/ Digital MEDIA Port/ Digital Cinema Auto Calibration/ Digital Cinema Sound/ Dolby Digital, Dolby Digital EX, Dolby Pro Logic II, Dolby Pro Logic IIx, Dts, Dts-ES, Dts 96/24, Dts NEO:6 Decoding/ Black Finish",$224.79,Sony
433,Sony Black Speaker Dock And Clock Radio For iPod And iPhone - ICFC1IPMK2BLK,Sony ICFC1IPMK2 Black Speaker Dock And Clock Radio For iPod And iPhone - ICFC1IPMK2BLK/ Unique Adjustable Backstop For iPods/ 3 Wake-Sleep Sound Alert Options/ Digital AM-FM Tuner/ Alarm Clock/ Automatic Time Set/ Automatic Daylight Savings Time/ Battery Charger/ Audio Input/ Black Finish,$80.25,Sony
434,Contour Design Showcase Premium Protection Case For 80 GB iPod Classic - SHCLS80B02,Contour Design Showcase Premium Protection Case For 80 GB iPod Classic - SHCLS80B02/ For 80 GB iPod Classic/ Dual Layer Hybrid Protection/ Shock Absorbing Rubber Combined With Crystal Clear Plastic/ Removable Belt Clip/ Open And Shut Case With Dual Secure Sliding Latch,,Contour
435,"Samsung LN40A750 - 40' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 4ms Response Time - 120Hz","Samsung 40' Series 7 LCD Black Flat Panel HDTV - LN40A750/ Touch Of Color Design/ Full 1080p High Definition Resolution/ 16:9 Widescreen Aspect Ratio/ 50,000:1 Dynamic Contrast Ratio/ 4ms Response Time/ SRS TruSurround XT Audio/ Built-In Digital Tuner (ATSC/Clear QAM)/ Picture-In-Picture/ 4 HDMI Connections (3 Rear/1 Side)/ Black With Red Accent Finish","$1,341.12",Samsung
436,Mitsubishi 835 Diamond Series 65' 1080p DLP Rear Projection HDTV - WD65835,Mitsubishi 835 Diamond Series 65' 1080p DLP Rear Projection HDTV - WD65835/ 1920 x 1080 Full HD Resolution/ 6-Color Processor/ Smooth 120Hz/ x.v.Color/ Plush1080p 12-Bit Digital Video Processing/ Color 4D Video Noise Reduction/ 3D Ready/ NetCommand/ DeepField Imager/ Black Finish,"$1,401.26",Mitsubishi
437,Mitsubishi 736 Series 65' 1080p DLP Rear Projection Black HDTV - WD65736,Mitsubishi 736 Series 65' 1080p DLP Rear Projection Black HDTV - WD65736/ 1920 x 1080 Full HD Resolution/ xvColor/ Tru1080p Processing/ Plush1080p/ 4D Video Noise Reduction/ 6-Color Processor/ DeepField Imager/ 3D Ready/ NetCommand IR/ Front USB And HDMI Input/ 3 Rear HDMI 1.3 Inputs/ Black Finish,"$1,309.56",Mitsubishi
438,LaCie 500GB d2 Quadra External Hard Drive - 301825U,LaCie 500GB d2 Quadra External Hard Drive - 301825U/ Quadruple Interface For Full PC And Mac Compatibility/ Interface Bandwidth Up To 3Gbits/s (eSATA)/ Advanced Aluminum Heat Sink Design Cooling System For Quiet Operation/ 7200 Rotational Speed (rpm)/ 16MB Cache/ Compatible With Time Machine,$159.00,LACIE
439,Onkyo CS-325 Stereo CD Receiver Mini Audio System,Onkyo Black CD Receiver System - CS325/ 14 Watts per Channel/ Wide Range Amplifier Technology/ Plays Audio CDs And MP3s/ MP3 Settings/ 4-Mode Timer/ iPod Compatible With RI Dock/ Super Bass Function/ Battery Free Memory Backup/ Black Finish,$238.72,Onkyo
440,Sony 16GB Memory Stick PRO Duo Mark 2 Media Card - MSMT16G,"Sony 16GB Memory Stick PRO Duo Mark 2 Media Card - MSMT16G/ 160 Mbps Transfer Speed/ Captures Approximately 5 Hours Of HD Recording/ Holds Up To Approximately 4,500 8 Megapixel Images/ 14.9GB Actual Capacity",$110.99,Sony
441,Canon BCI-6 Color Ink Cartridges - 4705A018,"Canon BCI-6 Multipack Ink Tanks - 4705A018/ Includes 1 Black, 1 Magneta, 1 Light Magenta, 1 Cyan, 1 Light Cyan, And 1 Yellow Cartridge/ BCI-6 Color Inkjet Cartridge/ For Canon i9900 & Pixma iP8500 Series Printers",$59.99,Canon
442,Sony alpha DSLR-A350K Digital SLR Camera with 18-70mm Zoom Lens - Black - DSLRA350K,Sony DSLR-A350 Digital Camera And 18-70mm Zoom Lens - DSLRA350K/ 14.2 Megapixel/ Tiltable 2.7 Clear Photo LCD Plus Screen/ Smart Teleconverter 2X Zoom/ Bionz Image Processor/ Super SteadyShot In-Camera Image Stabilization/ Anti-Dust Technology/ Eye-Start Autofocus System/ Auto Pop-Up Flash/ Black Finish,$686.24,Sony
443,Sony Picture Station Digital Photo Printer - DPPFP95,"Sony Picture Station Digital Photo Printer - DPPFP95/ HDMI Output/ Lab-Quality Prints In 45 Seconds/ One-Button Auto Touch-Up/ Compatible With Memory Stick, SD, Compact Flash, And xD Card/ White Finish",,Sony
444,Sony 19' BRAVIA M-Series Silver LCD Flat Panel HDTV - KDL19M4000S,Sony 19' BRAVIA M-Series Silver LCD Flat Panel HDTV - KDL19M4000S/ 720p Resolution (1440x900)/ Up To 1080/60p Input Capable Via HDMI/ MPEG Noise Reduction/ 3D Comb Filter/ ATSC/NTSC Tuner With QAM/ VESA Hole Spacing Compatible/ CineMotion Reverse 3:2 Pulldown Technology/ Silver Finish,$379.72,Sony
445,Sony 26' BRAVIA M-Series Black LCD Flat Panel HDTV - KDL26M4000,"Sony 26' BRAVIA M-Series Black LCD Flat Panel HDTV - KDL26M4000/ 1366 x 768p Resolution/ Advanced Contrast Enhancer Circuit (ACE)/ BRAVIA Engine Fully Digital Video Processor/ ATSC/NTSC Tuner With QAM/ 9,000:1 Dynamic Contrast Ratio/ 3D Comb Filter/ Black Finish",$538.72,Sony
446,Sony 46' BRAVIA S-Series Black LCD Flat Panel HDTV - KDL46S4100,"Sony 46' BRAVIA S-Series Black LCD Flat Panel HDTV - KDL46S4100/ 1920 x 1080 Full HD Resolution/ 24p True Cinema/ ATSCTM/NTSC Tuner With QAM/ 2,500:1 Contrast Ratio/ CineMotion Reverse 3:2 Pulldown Technology/ 3D Comb Filter/ MPEG Noise Reduction/ Black Finish","$1,188.65",Sony
447,TomTom ONE 130 S Portable GPS System w/ Preloaded Maps - 1EE0.052.02,TomTom ONE 130S Car GPS Navigation System - 1EE005202/ 3.5' LCD Anti-Glare Touch Screen/ Pre-Installed Maps/ Internal Lithium-Ion Battery/ Car Speed Linked Volume/ Automatic Day/Night Mode/ QuickGPSfix/ Text-To-Speech Included,$246.95,Tom Tom
448,TomTom XL 330 Portable GPS System w/ Preloaded Maps - 1EG0.052.00,TomTom ONE XL 330 Car GPS Navigation System - 1EG005200/ 4.3' LCD Anti-Glare Touch Screen/ Pre-Installed Maps/ Internal Lithium-Ion Battery/ Car Speed Linked Volume/ Automatic Day/Night Mode/ QuickGPSfix,$246.95,Tom Tom
449,Sony 32' BRAVIA L-Series Black LCD Flat Panel HDTV - KDL32L4000,"Sony 32' BRAVIA L-Series Black LCD Flat Panel HDTV - KDL32L4000/ 1366 x 768 Resolution/ Up To 1080/60p Input Capable Via HDMI/ ATSC/NTSC Tuner With QAM/ 2,000:1 Contrast Ratio/ CineMotion Reverse 3:2 Pulldown Technology/ 3D Digital Comb Filter/ VESA Hole Spacing Compatible/ Black Finish",$597.72,Sony
450,Sony 46' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL46W4100,"Sony 46' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL46W4100/ 1920 x 1080 Full HD Resolution/ DMex/ Motionflow 120Hz Technology/ Advanced Contrast Enhancer (ACE)/ BRAVIA Sync Technology/ 24p True Cinema/ 30,000:1 Dynamic Contrast Ratio/ 3D Comb Filter/ CineMotion Reverse 3:2 Pulldown Technology/ Silver With Black Finish","$1,399.99",Sony
451,Sony 52' BRAVIA V-Series Black LCD Flat Panel HDTV - KDL52V4100,"Sony 52' BRAVIA V-Series 1080p LCD Flat Panel HDTV - KDL52V4100/ 1920 x 1080 Full HD Resolution/ Digital Media Extender (DMex)/ Advanced Contrast Enhancer (ACE)/ 24p True Cinema/ 25,000:1 Dynamic Contrast Ratio/ MPEG Noise Reduction/ 3D Comb Filter/ CineMotion Reverse 3:2 Pulldown Technology/ Black Finish","$1,599.00",Sony
452,Sony 52' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL52W4100,"Sony 52' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL52W4100/ 1920 x 1080 Full HD Resolution/ DMex/ Motionflow 120Hz Technology/ Advanced Contrast Enhancer (ACE)/ BRAVIA Sync Technology/ 24p True Cinema/ 30,000:1 Dynamic Contrast Ratio/ 3D Comb Filter/ CineMotion Reverse 3:2 Pulldown Technology/ Black Finish","$1,998.72",Sony
453,Sony Black 9 Megapixel Cyber-Shot Digital Camera - DSCH50B,Sony Black 9 Megapixel Cyber-Shot Digital Camera - DSCH50B/ 9 Megapixels/ 3.0' Tilt-Up Clear Photo LCD Plus Display/ Carl Zeiss 15X Optical Zoom Lens/ 15 MB Internal Memory/ Versatile Long Distance Flash/ Smart Zoom/ In-Camera Red-Eye Correction/ Smile Shutter Technology/ Face Detection/ In-Camera Retouching/ Super SteadyShot Optical Image Stabilization/ Double Anti-Blur Solution/ HDTV Compatibility/ NightShot Infrared System/ Black Finish,$329.00,Sony
454,Onkyo 7.1-Channel Home Theater Black Receiver - TXSR606B,Onkyo 7.1-Channel Home Theater Black Receiver - TXSR606B/ 90 Watts Per Channel Power Amplifier/ HDMI 1080i Upscaling Powered By Faroudja DCDi Edge/ TrueHD And DTS-HD Decoding/ HDMI v1.3a Repeater/ Optimum Gain Volume/ Audyssey Dynamic EQ/ Analog To HDMI Upconversion/ Music Optimizer/ AV Sync/ Black Finish,$399.95,Onkyo
455,Sony Black 13.6 Megapixel Cyber-Shot Digital Camera - DSCW300,Sony Black 13.6 Megapixel Cyber-Shot Digital Camera - DSCW300/ 13.6 Megapixel/ Carl Zeiss 3X Optical Zoom Lens/ 2.7' Clear Photo LCD Display/ In-Camera Retouching/ 15 MB Internal Memory/ In-Camera Red-Eye Correction/ Super SteadyShot Optical Image Stabilization/ Double Anti-Blur Solution/ Black Finish,$129.99,Sony
456,Sony Black Camcorder Tripod - VCT80AV,Sony Black Camcorder Tripod - VCT80AV/ 3 Stage Leg Extension/ Extends From 24.88' To 65.88' In Height/ Guide Frame Feature/ Available Vertical Position/ For A/V Remote Connector/ Supplied Carrying Case/ Black Finish,$180.00,Sony
457,LG Stainless Steel Freestanding Electric Range - LRE30757SS,LG Stainless Steel Freestanding Electric Range - LRE30757SS/ 5.6 Cu. Ft. Capacity/ Dual Convection/ Self-Cleaning/ Touch Controls/ Ceramic Cooktop/ WideView Window/ Warming Drawer/ Interior Oven Light/ Stainless Steel Finish,,LG Electronics
458,LG 5.6 Cu. Ft. White Freestanding Electric Range - LRE30453WH,LG 5.6 Cu. Ft. White Freestanding Electric Range - LRE30453WH/ IntuiTouch Control System/ EvenJet Convection System/ 5.6 Cubic Capacity/ Wideview Oven Window/ 5 Radiant Elements/ 25 Heating Settings/ White Finish,,LG Electronics
459,LG 5.6 Cu. Ft. Black Freestanding Electric Range - LRE30453BK,LG 5.6 Cu. Ft. Black Freestanding Electric Range - LRE30453BK/ IntuiTouch Control System/ EvenJet Convection System/ 5.6 Cubic Capacity/ Wideview Oven Window/ 5 Radiant Elements/ 25 Heating Settings/ Black Finish,,LG Electronics
460,LG LFC23760ST 22.6 Cu. Ft. Stainless Steel French Door Bottom Freezer Refrigerator - LFC23760SS,LG LFX25971ST 24.7 Cu. Ft. Stainless Steel French Door Bottom Freezer Refrigerator - LFX25971SS/ 3 Slide Out Tempered Glass Shelves/ Digital LED Display/ SmoothTouch Digital Temperature Controls/ 2 Humidity Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Pull-Out Freezer Drawer/ Stainless Steel Finish,,LG Electronics
461,Sony 7.1 Channel Black A/V Receiver - STRDG820,"Sony 7.1 Channel Black A/V Receiver - STRDG820/ 770 Watts Total Power (110W x 7)/ Accepting Resolutions Up To 1080p Via HDMI/ Digital Cinema Auto Calibration/ BRAVIA Sync/ Digital Cinema Sound/ Dolby Digital, Dolby Digital EX, Dolby Pro Logic II, Dolby Pro Logic IIx, Dts, Dts-ES, Dts 96/24, Dts NEO:6 Decoding/ Black Finish",$399.00,Sony
462,"Samsung HL-67A750 - 67' Widescreen 1080p DLP HDTV - 10,000:1 Contrast Ratio - HL67A750","Samsung 67' Black Widescreen Series 7 LED DLP HDTV - HL67A750/ 1920 x 1080p Resolution/ 10,000:1 Contrast Ratio/ Digital Noise Reduction/ CinemaPure Color Engine/ Get The Full Effect Of 3D/ LED Backlight/ NTSC/ATSC/Clear QAM Built-In Tuners/ 60,000 Hours Lamp Life/ Black Finish","$1,729.98",Samsung
463,LG 25.0 Cu. Ft. Titanium French Door Bottom Freezer Refrigerator - LFC25770TT,LG 25.0 Cu. Ft. Titanium French Door Bottom Freezer Refrigerator - LFC25770TT/ 4 Slide Out Tempered Glass Shelves/ Internal LED Touch Pad Digital Temperature Controls/ 2 Humidity Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Pull-Out Freezer Drawer/ Titanium Finish,,LG Electronics
464,Plantronics .Audio 920 Bluetooth Headset - AUDIO920,Plantronics .Audio 920 Bluetooth Headset - AUDIO920/ Switch Between Mobile Phone & PC/ Multipoint Technology/ Skype Ready/ Noise Canceling Microphone/ Wind Screen/ 100% Plug & Play/ Dark Grey Finish,,Plantronics
