cluster_id,title,description,manufacturer,price,name
595,chicken hunter wanted jc,chicken hunter wanted chicken hunter wanted brings back your favorite chickens in funny crazy shooter action. gun city has been overrun by trigger happy chickens looking to shoot anything that gets in their way! go head-to head with desperado chickens and their meddling pack - but be careful to avoid hitting innocent chick-vilians or they'll shoot you in the back! it's up to you and your quick draw to shoot your way into town and restore order to gun city!,encore,9.99,encore software 10760 - chicken hunter wanted - win 98 me 2000 xp
596,hoyle backgammon jc,hoyle backgammon is great for players of all levels! tired of playing plain old backgammon? dive into a challenging game of backgammon and play as if you are back in the feudal era! simulating the setting of a medieval environment hoyle backgammon allows you to escape into a magical world of 16th century opponents so you build strategy & skill as you work your way through the different levels of this 5 star game - just don't get ?hit!? 10 user-selectable character opponents multiple sound/music options minimum system requirements - windows 98se/me/2000 sp4/xp (home and pro) sp1 pentiumii 233mhz 32mb ram (128mb for xp) 20mb hard disk space 4x cd-rom 8mb video ram,encore,7.99,encore inc - 10669 - hoyle backgammon
597,hoyle casino (2007),hoyle® casino the best-selling casino game of all time offers excitement and challenge with over 500 variations of 16 of the most popular casino games.play your favorite casino games including: online texas hold 'em baccarat blackjack caribbean stud® poker craps fortune pai-gow poker® four card poker® horse racing keno let it ride® pai gow poker roulette royal match 21&trade; slots video poker three card poker® video blackjack solitaire spades set in a realistic vegas environment hoyle® casino combines nonstop entertainment endless replayability attention to rules and a simple interface making it a sure winner with novice and expert computer users alike.,encore,19.99,encore software 10676 - encore hoyle casino 2007 - complete product - puzzle game - 1 user - complete product - standard - pc
598,quicken legal business pro 2007,quicken legal business pro 2007 lets you create the legal forms you need to protect your business and finances effectively. save money on your first business venture by handling some of the legal documentation yourself -- with the same reliable information you'd get from an attorney. it has everything you need to get your business the legal protection you need.,nolo press,79.99,sbqb7r quicken legal business pro 2007 - complete package - 1 user - win
599,reel deal slots mystic forest,reel deal slots: mystic forest brings new excitement and adventures for online players. climb the rankings to become top-ranked on different games. see if you can become top-ranked and get yourself a belt to drape over your player-box -- showing everyone you're the boss! the new looking for party feature lets you find others looking for a similar game,phantom efx,19.95,phantom efx reel deal slots mystic forest
600,nero 7 ultra edition enhanced pc & home entrmnt soln,nero 7 ultra edition enhanced provides you with over 20 applications in one solution to complete all your digital media tasks on your pc and on your tv. the enhanced version now includes exciting new features to access your media files throughout your connected digital home share files with family and friends or take them with you on the go.audio rip audio cds and create music mixes for your mp3s amazing sound quality with aac & high efficiency aac (mpeg-4) convert favorite lps and tapes to cds without pops and cracks create custom playlists by artist genre and title mix and edit your music like a dj with multiple audio tracks up to 7.1 recording editing and mixing for hq mastering convert your audio files to your preferred format to take on the go record edit remix and remaster your music like the professionals do add audio effects to any track photos and video easily capture video from digital cameras camcorders video capture/tv tunercards and other devices enhanced support for hdv cameras easy creation of cd and dvd movie discs: support for all common formats such asvcd svcd mini-dvd dvd-video dvdvr create hollywood-style dvds with 2d and animated 3d menu templates backup dvd9 to dvd5: add new content chapters & keep subtitles support for all popular media formats including nero digital& 153; (mpeg-4) compress to fit mobile pdas home theater and hdtv standards capture edit and export high-definition (hd) video files,nero inc.,99.99,ahead software 70009 - nero nero v.7.0 ultra edition -enhanced - complete product - media management/conversion - 1 user - complete product - standard - pc
601,world of warcraft pc,world of warcraft pc,vivendi,35.7,world of warcraft burning crusade
602,sony vegas movie studio + dvd 8 platinum edition,vegas movie studio+dvd platinum software offers everything you get with the standard version such as easy drag-and-drop video editing integrated dvd layout and burning and show me how interactive tutorials. in addition platinum edition provides added features advanced editing tools bonus video effects and comprehensive training to speed you through even the most complex movie projects--from fullscreen dv to widescreen hdv. video editing and dvd creation software vegas movie studio platinum edition software provides the power features and advanced tools you need to edit video in nearly any format including hdv and sony avchd. it includes hundreds of built-in video and audio effects as well as integrated tools for professional-level compositing color correction and 5.1 surround mixing. with this software and your creative spark there are no limits to what you can produce. it's your vision your way. professional-level video editing produce high-quality movies corporate videos wedding dvds and more edit video in nearly any format including dv hdv and sony avchd interactive show me how tutorials actually show you what to do edit video in the newest hd formats including sony avchd drag and drop to add effects transitions music and more share your movies on dvd psp on the web and more create stunning hd movies everything you need to produce movies in spectacular high-definition high-performance engine--see your changes happen in real time export your movie in a variety of hd formats including wmv avi and mpeg advanced video and audio editing tools enhance washed-out footage or make specific colors stand out and balance differences in video balance differences in video due to camera setup or lighting 5.1-channel surround sound mixing and encoding. surround sound mixing and encoding import multichannel (5.1) source files from camcorders including sony dvd and avchd handycam models use the surround sound mixing and panning tools to create surround dvd soundtracks encode ac-3 stereo or 5.1 mixes with the included dolby digital ac-3 encoding software integrated dvd creation includes dvd architect studio software for dvd authoring create custom menus buttons backgrounds and navigation includes 44 high-quality dvd themes,sony pictures digital entertainment,899.99,madison media software aspvms8000 - acad vegas movie studio +dvd 8 platinum
603,dk exotic animals africa,global software a4124m2h : animals of afica is an interactive multimedia virtual zoofari tour that brings you into the deepest depths of africa to watch the wild animals of the terrain come alive. safari on through hours of enjoyment with this easy ...,global software publishing,9.99,global software a4124m2h - dk exotic animals africa - win 95 98 2000 xp
604,gsp crossword addict,global software a9716jcw : this unique program allows crossword puzzle addicts to take their basic love of puzzles customize the interface to suit their preferences and add a series of interesting extra challenges. features 480 puzzles,global software publishing north america inc,9.99,global software a9716jcw - crossword addict - win 95 98 me 2000 xp
605,windows xp pro nx7400 o/s,cto only windows xp pro nc6000,hewlett packard,118.95,cto only windows xp pro nc6000
606,quickbooks pro 2007 small business financial software,quickbooks pro 2007 provides standard accounting and business tools for organizing your business finances with ease. quickly create invoices and reports and save time completing routine tasks including payroll. with quickbooks pro you get all the accounting tools you need in one package and you can share data with microsoft office and other applications. manage customers vendors and employees easily and organize everything in one place. start fast and get help when you need it with built-in tutorials onscreen help and free quickbooks callback support for 30 days following registration. as always your satisfaction is guaranteed or your money back! get all the accounting tools you need in one package manage transactions: pay bills print checks track expenses manage payroll sell online create customized estimates invoices purchase orders and reports. (add-on services require subscription ein and internet access for certain features including tax-table updates and direct deposit.) monitor time and job costs: track expenses automatically as you pay bills. create estimates and invoices in seconds. quickbooks pro comes with pre-designed reports to help you make better business decisions. get the totals you need for tax forms instantly see profit and loss view inventory on hand and more. create customized professional forms: choose from more than 100 ready-to-use professionally designed forms including invoices estimates and statements. advanced tools help you customize forms with your company logo and additional information such as terms or the types of credit cards you accept. you can even add text comments like notes terms conditions transaction details and total customer balances. easily share data with microsoft office applications. view larger. get all the tools you need in one software package. view larger. create fedex and ups shipments directly from quickbooks. view larger. get set up and running quickly. view larger. find out which version of quickbooks is right for you (pdf). you can also view an overview of key features (requires flash). manage customers vendors and employees easily. view larger. share data with microsoft office and other applications save time and effort: quickbooks breaks the language barriers between your favorite applications so you can share data seamlessly instead of tediously copying or retyping it. with quickbooks pro you can share data with excel word and outlook which saves time and helps reduce errors. if you currently run your business on peachtree software you can easily convert your data to quickbooks. avoid redundant data entry with easy synchronization with outlook: simply download the quickbooks contact sync tool and a synchronize icon will be added to your outlook toolbar. just click once on this icon whenever you want to sync customer vendor or job information between quickbooks and outlook. transfer data to and from microsoft excel: quickly pull information such as large groups of customers vendors and inventory items into quickbooks. or use your company data from your quickbooks reports and export it to new or existing excel spreadsheets with all excel formulas and formatting intact. merge quickbooks data with microsoft word: quickbooks comes with a variety of customer and vendor letters that you can create using microsoft word that merge information from quickbooks such as customer name address and current balance. manage customers vendors and employees easily find important information:view contact information balances and transactions--all in one simple screen in the customer center vendor center and employee center. boost efficiency with direct access to key tasks and information from the simplified home page. spend less time hunting for specific transactions: view customer vendor employee and payroll information exactly the way you need it: with contact information transaction histories and balances all visible in a single screen. quickly find any transaction to answer questions. the new time tracker is the simplest way to track and record employee time in quickbooks. your employees can track their hours from anywhere using a timesheet on the web. you can download an entire set of timesheets from quickbooks in one easy step. organize everything in one place find exactly what you need: quickbooks tracks all your financial information in one place including sales expenses business loans and more and gives you answers instantly. create fedex and ups shipments directly from quickbooks. track business loans and fixed assets: track business loans and fixed assets such as computers and other equipment right along with your other financial data. track vehicle expenses and job-related mileage. quickbooks automatically reminds you to include related expenses when you bill for the job. start fast and get help when you need it get set up and running quickly in quickbooks pro: answer a few basic questions and get a customized setup you can change at any time. import customers and vendors from excel or enter them on-the-fly as you pay bills and record your sales. if you're already using quickbooks your company file and preferences will transfer automatically. enjoy world-class support: quickbooks pro has built-in tutorials onscreen help and free quickbooks callback support for 30 days following registration. satisfaction guaranteed or your money back with more than three million users quickbooks is the most widely used small-business accounting software. it's recommended by accountants over any other product. a 13-year history of continuous improvement assures you of the simplest most flexible software for your business. quickbooks is the financial-management solution recommended by more accountants than any other and intuit guarantees your satisfaction or your money back.,intuit,199.95,quickbooks(r) pro 2007 edition 3-user
607,quickbooks premier manufacturer and wholesale edition 2007,quickbooks premier manufacturing & wholesale edition 2007 has all the standard financial-management features of quickbooks pro plus time-saving tools designed specifically for managing inventory and costs tracking customer orders and monitoring business performance. compare quickbooks premier manufacturing & wholesale edition 2007 to other products (pdf). you can also view an overview of key features (requires flash). manage inventory levels and costs as you order build and sell products. view larger. customized reports monitor sales profits and inventory. view larger. use price levels to keep your pricing competitive and maximize your profitability. view larger. the simplified quickbooks home page gives you instant access to bills bank accounts customer and vendor data and reports. view larger. built-in tutorials show you how to use quickbooks to do key tasks like managing your inventory. view larger. easily manage inventory and costs manufacturing & wholesale edition helps you manage inventory levels and costs as you order build and sell your products. with it you can instantly see an item's inventory status and create bills of materials to track costs and inventory levels for assembled items. the 2007 edition also handles the conversion from one unit of measure to another helping you avoid costly mistakes. with one click you can instantly convert from cases to pallets or whatever units of measure you define. the correct units will then printed on invoices purchase orders sales orders pick lists and packing slips. track customer orders manufacturing & wholesale edition's sales order feature makes it easy to track the status of customer orders. reports show open sales orders by customer or by item. with one click you can turn sales orders into invoices or purchase orders. the sales order fulfillment worksheet shows all your open sales orders on one simple screen that shows you which orders are ready to be shipped and which are not. use sales orders to track ordered merchandise that hasn't shipped to make sure these orders won't affect your books until you invoice your customers. instantly turn any sales order into a purchase order. or with a click turn all or part of any sales order into an invoice. quickbooks automatically tracks which items have shipped and shows you when the order has been invoiced in full. track customer orders and instantly see which can be shipped and which can't. view larger. customized reports monitor sales profits and inventory with manufacturing & wholesale edition you get all of the standard business reports contained in quickbooks pro and premier plus 11 additional reports customized for manufacturers wholesalers and distributors. see where you stand on inventory costs profitability and other key business indicators. manufacturing & wholesale reports show you where you're making money--and where you might need to make some changes. you can view sales and profitability by product and create inventory reports to help you identify which out-of-stock items are costing you sales and which orders still need to be shipped. price your products more profitably use manufacturing & wholesale edition price levels to keep your pricing competitive and maximize your profitability. set as many as 100 different levels of pricing discounts per item. each level can discount by a flat dollar amount or be a percentage. quickbooks automatically applies the right discounts to invoices. do you want different prices for different types of customers? quickbooks makes it easy. you can create different pricing levels for each type of customer (such as high-volume preferred or retail customer) and link customers to a specific level. finish basic accounting tasks faster the simplified quickbooks home page gives you instant access to bills bank accounts customer and vendor data and reports. pay bills print checks and track expenses with ease. now quickbooks can automatically classify your frequently entered business expenses too reducing or eliminating repetitive tasks. you can enter bills faster when you don't have to research the right expense account for each vendor. start fast and get help when you need it built-in tutorials show you how to use quickbooks to perform key tasks like managing your inventory. charts of accounts designed for manufacturing and wholesale/distribution companies help you to get up and running quickly and correctly. manufacturing and wholesale edition makes getting started so quick and easy you could be working in as little as half an hour. answer a few basic questions and receive a customized setup that you can use immediately and change at any time. import customers and vendors from excel or enter them on-the-fly as you pay bills and record your sales. support when you need it talk directly with quickbooks support experts at no charge for the first 30 days following registration. (callback support is available to help answer questions on set-up upgrading and how to use specific quickbooks tasks or features.) with more than 3 million users quickbooks is the most widely used small-business accounting software. it's recommended by accountants over any other product. a 13-year history of continuous improvement assures you of the simplest most flexible software for your business.,intuit,399.95,quickbooks(r) premier: contractor edition 2007
608,quickbooks premier professional services edition 2007,quickbooks premier services edition 2007 quickbooks professional services edition has all the standard accounting features you need for your business. manage the finances of your entire business on a single screen: accounting tasks payroll and routine paperwork are easier than ever. boost efficiency with direct access to key tasks and information with the financial management solution recommended by more accountants than any other. this edition has all the tools in quickbooks pro plus easy time-savings tools to meet the unique needs of professional services firms. manage client information efficiently - share data with over 400 applications see transactions for clients and access financial data remotely streamline financial tasks - track billable employee and contract hours pay bills and create estimates easily with google marketing tools you can start marketing and advertising your business and products on the internet -- in just a few easy steps increase productivity with third-party solutions that work with quickbooks create a working budget automatically based on your recent spending history -- spreadsheet-style format makes it easy to see the results of your changes get tips advice and solutions easily with fast answers & built-in tutorials share data with microsoft word outlook and excel,intuit,399.95,intuit quickbooks premier professional services edition 2007 software - win tax & finance software
609,quickbooks premier edition 2007 - 5 user multi-pack,quickbooks premier 5-user edition 2007 simplifies your everyday tasks and provides industry-specific and business-planning software designed to take your business to the next level. work flexibly with specialized easy-to-use accounting tools--all in one package. find out which version of quickbooks is right for you (pdf). you can also view an overview of key features (requires flash). access customer information easily in the customer center. view larger. manage your finances faster from the simplified home page. view larger. avoid redundant data entry with easy synchronization with outlook. view larger. transfer data to and from microsoft excel. view larger. merge quickbooks data with microsoft word. view larger. get set up and running quickly. view larger. from basics like simple check writing and expense tracking to more complex tasks like estimating job costing and payroll quickbooks premier handles it all. manage inventory pricing shipping and more with powerful tools that give you the flexible customization options your business needs. with quickbooks premier you can track inventory assemblies and finished goods create purchase orders from estimates or sales orders and define up to 100 pricing levels with different prices for each. you can also use quickbooks to access your financial data remotely easily create a business plan or automatically create a forecast. or build a budget with one click and track expenses automatically as you pay bills. what's more you can create estimates and invoices in seconds and get exactly the business reports you need. multi-user access to quickbooks this five-user version of quickbooks premier edition 2007 fosters collaboration within your business by allowing up to five users to work on quickbooks at the same time accessing the same set of updated data. multiple-user functionality helps any business that has a need for multiple people to use quickbooks. a typical multiple-user business might consist of the owner an office manager and a payroll manager. the business owner might use quickbooks to run reports and monitor business performance the office manager enters orders and invoices into quickbooks and the payroll manager prints out checks for employees. each user must have a unique license. manage customers vendors and employees easily quickbooks premier edition 2007 provides the fastest easiest way to find everything you need to know about any customer vendor or employee and all of their transactions. in the customer center you can find and follow up on past-due accounts and answer customer requests faster than ever. view contact information and complete transaction history for any customer. in the vendor center you can see purchase orders bills and payments. the employee center shows you contact information for any employee a complete list of checks paid and all employee transactions including all paychecks (both those entered manually and you created using an optional quickbooks payroll solution). process payroll with the improved payroll center which now has a review confirm and submit process that provides full confirmation of payroll scheduling. new to quickbooks premier edition 2007 time tracker is the simplest way to track and record employee time in quickbooks. your employees can track their hours from anywhere using a timesheet on the web. you can download an entire set of timesheets from quickbooks in one easy step. boost efficiency the customizable home page gives you direct access to key features plus a clear picture of how they all fit together. no searching through menus--you're never more than two clicks from starting a new task or viewing a transaction. now you can automate routine tasks and typing while letting quickbooks do all the math. you can also choose to see current balances for your accounts in quickbooks so you know right where you stand without digging through multiple screens. organize everything in one place quickbooks premier edition 2007 tracks all your financial information in one place including sales expenses business loans and more so you can get the answers you need instantly. better still it tracks that information automatically as you create the checks receipts invoices and other documents you already use. you can also use quickbooks to track business loans and fixed assets such as computers and other equipment right along with your other financial data. track vehicle expenses and job-related mileage. quickbooks will even automatically remind you to include related expenses when you bill for the job. advanced shipment processing and tracking quickbooks shipping manager converts sales receipts or invoices into pre-filled fedex or ups shipping labels and forms complete with tracking numbers and bar codes. share data with microsoft office applications break the language barriers between your favorite applications. quickbooks premier shares data seamlessly with excel word and outlook saving time and helping reduce errors. (word excel outlook integration require microsoft word excel and/or outlook 2000 2002 or 2003 all sold separately. synchronization with outlook is also possible with quickbooks customer manager sold separately). start fast and get help when you need it get started fast with built-in tutorials onscreen help and free quickbooks callback support for 30 days following registration. when starting up just answer a few basic questions and you'll get a customized setup you can change at any time. import customers and vendors from excel or enter them on-the-fly as you pay bills and record sales. if you're already using quickbooks your company file and preferences will transfer automatically. get fast answers without leaving quickbooks in the in-product onscreen help. type a question choose from a list of topics or search by keyword. learn quickbooks skills as you need them--in your own time at your own pace: the built-in learning center offers short tutorials on basic and advanced features to help you get the most out of quickbooks. guaranteed or your money back quickbooks is the financial-management software recommended by more accountants than any other and intuit guarantees your satisfaction or your money back. if you're not satisfied return the business software to intuit within 60 days with dated receipt for a refund of the purchase price. with more than 3 million users quickbooks is the most widely used small-business accounting software. it's recommended by accountants over any other product. a 13-year history of continuous improvement assures you of the simplest most flexible software for your business.,intuit,1499.95,quickbooks(r) premier 2003
610,learning quickbooks 2007,designed for new quickbooks users running either quickbooks pro 2007 or quickbooks premier 2007 (all versions) learning quickbooks for windows takes you step-by-step through the essentials of mastering quickbooks basics. highly qualified instructors teach you key tasks using real-life examples. now you can get an introduction to bookkeeping fundamentals--without all the technical jargon--and gain the confidence of knowing you're doing it right. features include an overview of bookkeeping basics and tutorials on how to set-up your data in quickbooks. you'll also learn essential quickbooks tasks like invoicing receiving payments and paying bills plus get instruction on how to generate reports and analyze trends. shortcuts tips and tricks for working faster in quickbooks are also provided. all in all you'll get three hours of training on two cds.,intuit,39.95,learning quickbooks(r) for windows(r)
611,quickbooks simple start 2007,know how much money you're making. be organized at tax time. quickbooks simple start 2007 helps you track sales and expenses as you go simplifying your bookkeeping. simple start isn't someone else's idea of how you'd like your business to run--it's your idea. we listened to hundreds of small business owners talk about their difficulties desires and peeves. you'll see what we mean as soon as you try it. from the simple desktop to the familiar forms and helpful guidance everything works just the way you want it to. see what simple start can do for you (requires flash). simple start is so easy to use you don't need a thick manual--just a quick start card that tells you how to get started in three easy steps. you'll be up and running in three easy steps: insert the cd into your cd drive answer three easy questions to customize simple start for your needs start working. answer 3 easy questions and you're up and running in 15 minutes. view larger. checks invoices and sales receipts simple start's onscreen forms are a lot like the ones you use in your business every day. the moment you see them you'll know how to use them. simple start lets you create and track all the documents and forms you need to run your business efficiently but it doesn't overwhelm you with tools you won't use and shouldn't have to pay for. track sales expenses and customers in one place simple start makes it easy to track the money coming in and the money going out of your business. stop digging through piles of paper switching applications or searching through files to find the information you need. simple start organizes customers and vendors...your sales estimates and invoices...your receipts deposits checks and expenses...all together in one place. with simple start you can easily create professional-looking estimates invoices and sales receipts just by entering information into simple forms. no more toggling back and forth between spreadsheets and a word processor to create bills and track them. to save you even more time you can easily turn an estimate into an invoice or an invoice into a payment. track sales expenses and customers in one place. view larger. know exactly where your business stands. view larger. make tax time a snap when all of your information is organized. view larger. tired of rustling through check registers and credit card statements to see where your money is going? use simple start to write checks and track your expenses. every time you pay a bill simple start keeps your records up-to-date so you'll know where you stand. everything you need to accept credit transactions is in simple start. there's no need to buy additional hardware or software. credit card sales are automatically processed as you enter them in simple start so all your financial information is organized in one place. make tax time a snap when all of your information is organized. no last-minute panic! be ready at tax time simple start keeps track of tax-related income and expenses year-round as you write checks and receive payments so there's no need to scramble at tax time. the income tax summary report helps you complete federal income-tax forms. print it out and copy the totals to schedule c and other tax forms. or give the report to your accountant. or download the numbers into turbotax the number-one-selling tax-preparation software (sold separately). one more click creates your sales tax due which summarizes the sales tax you owe to your city state or county tax boards. it's really that simple. know exactly where your business stands instantly create reports on profit and loss sales expenses unpaid invoices and more. you'll always know where your business stands with simple start's reports. see who owes you money and how much. find out who your best customers are and what they're buying. click on any item in the report to zoom in for the details--all the way down to individual transactions. click on each report's name in the list below to see an example. or download the comprehensive list of reports. quickbooks grows with you it's easy to move up from simple start to more advanced quickbooks products. as your business grows quickbooks has a full line of small business financial software to meet your needs. it's easy to upgrade from either edition of simple start to quickbooks: pro premier or online edition. all the information you enter into simple start can be automatically transferred to your new version of quickbooks. number-one rated number-one best-selling year after year quickbooks products are the most widely used and recommended business accounting software packages. running a business is challenging enough without wondering if you're choosing the right software. so we let you try quickbooks at no risk. satisfaction guaranteed try quickbooks for up to 60 days at no risk. if you're not 100 percent satisfied for any reason return it with your dated receipt for a full refund of the purchase price. we guarantee you'll be satisfied or we'll give you your money back.,intuit,99.95,quickbooks(r) simple start 2007
612,quickbooks premier nonprofit edition 2007,quickbooks premier nonprofit edition 2007 provides standard accounting features plus easy tools designed specifically for nonprofit organizations to demonstrate financial accountability to their boards of directors. generate any of nine nonprofit-specific reports from the report center to help track donors and contributions. compare quickbooks premier nonprofit edition 2007 to other products (pdf). you can also view an overview of key features (requires flash). manage your finances faster from the simplified home page. view larger. in addition to helping you stay on top of your financial activities nonprofit edition 2007 lets you track donors and contributions with customized reports. you can also create reports for your board of directors plus stay on top of your donor contributions. track budgets by program monitor finances by program and organize your expenses to meet irs requirements. by keeping you informed nonprofit edition 2007 also helps you raise more funds during fundraising campaigns by knowing who makes the largest contributions streamline donation processing and fundraising turn pledge forms into thank-you letters and donation statements with just a few clicks. see contact information pledge status and contribution histories at a glance. you can also create professional-looking forms with advanced tools. generate group mailings of customized thank-you letters pledge forms and receipts from your quickbooks donor lists in seconds. view all 9 nonprofit reports in the reports center including the new donor contribution summary report. view larger. see donor and vendor transaction histories at a glance. view larger. use a chart of accounts designed for nonprofits. view larger. maximize the effectiveness of your campaigns by viewing a complete history of contributions for any donor or grantor. click a button from anywhere in quickbooks to open the customer center. click any name on the list to see contact information and a complete history of contributions grants or any other transactions--all in one window. automatically track your organization's finances quickbooks nonprofit edition organizes financial data for your board and the irs freeing you to concentrate on managing your organization. you can finish everyday tasks such as tracking pledges and donations and paying bills and employees quickly and easily. nonprofit edition automatically tracks the specific information your nonprofit organization needs as you enter donations and expenses and fund your programs. instead of the standard accounts used by for-profit businesses nonprofit edition provides your organization with a more relevant set: the unified chart of accounts (ucoa) developed by nonprofit financial specialists. instantly build a working budget based on your recent spending history with just one click. adjust the figures individually or across line items. check your actual spending vs. budgeted amounts at any time while making corrections in time to meet your targets. record bills as they arrive--quickbooks will alert you when they're due. click a button to turn a bill entry into a check. print checks one at a time or in convenient batches. meanwhile quickbooks payroll makes it easy to run payroll with a just few clicks and manage your payroll activities. you can manage payroll from within quickbooks so there are no duplicate entries and there's nothing new to learn. the customizable home page gives you direct access to the features you use every day plus a clear picture of how they all fit together. no searching through menus--you're never more than two clicks from your data. works easily with microsoft office use the right tool for the job: with quickbooks you can easily and automatically transfer data to and from your favorite microsoft office applications without retyping. quickbooks lets you transfer data to and from microsoft excel merge quickbooks data with microsoft word templates and keep your contact information in quickbooks and outlook up to date. word excel and outlook integration require microsoft word excel and outlook 2000 2002 or 2003 (all sold separately). synchronization with outlook is also possible with quickbooks customer manager (sold separately). start fast and get help when you need it get tips tutorials and solutions specifically designed for nonprofit organizations. premier nonprofit edition 2007 makes getting started so quick and easy you could be working in as little as half an hour. just answer a few basic questions and receive a customized setup that you can change at any time. nonprofit edition includes in-program help topics and tutorials specifically customized for nonprofit organizations. and you can enjoy free support for 30 days from registration. satisfaction guaranteed quickbooks is the financial-management software recommended by more accountants than any other and intuit guarantees your satisfaction. if you're not satisfied return the business software to intuit within 60 days with dated receipt for a refund of the purchase price.,intuit,399.95,299530 quickbooks premier nonprofit edition 2007 - complete package - 1 user - cd - win
613,quickbooks point-of-sale basic 6.0,quickbooks point-of-sale basic 6.0 retail management software turns any pc into a cash register that does what no ordinary cash register can do: it automatically tracks your inventory and customers while you ring up sales. it's a high-powered retail-management system that tracks inventory sales and customer information to help save you time and better serve your customers. track inventory automatically as you ring up sales. view larger. see each customer's purchase history as you ring up sales and suggest additional purchases based on past preferences. view larger. answer a few questions in the simple setup wizard import your inventory customer and vendor lists from microsoft excel or quickbooks financial software and you're ready to start ringing up sales. view larger. transfer key information directly into quickbooks financial software with one click. view larger. create customized reports that help you make better purchasing decisions. view larger. track inventory automatically as you ring up sales see what's selling when it's selling what needs restocking and more. best of all you can eliminate manual inventory. record each shipment of merchandise you receive and point-of-sale will automatically adjust inventory figures with each sale or return so you can keep the items your customers want on-hand without overstocking. improve cash flow by purchasing the right merchandise in the right quantities at the right time you'll greatly improve your cash flow. see inventory levels for each item as you ring it up. run reports with one click that show what you've got what's hot and what you need to reorder. simplify your closing procedures new to pos 6.0 you can now easily view quantity on-hand and inventory valuation for any historical date you choose. ring up sales faster scan bar codes or type a few keystrokes to accurately add items to sales receipts (bar-code reader sold separately). process credit and debit card transactions and collect tips as you ring up sales. with point-of-sale you can create bar-coded tags for everything you sell ensuring that you ring up the correct item and price--and keep your inventory up to date. authorize credit card and debit card purchases you can authorize credit card and pin-secured debit card purchases automatically--and collect tips on credit payments--as you ring up sales. all you need is a credit-card reader (sold separately) quickbooks point-of-sale and a quickbooks pos merchant service account (for details visit www.quickbooksmerchantservice.com). provide great customer service see each customer's purchase history as you ring up sales and suggest additional purchases based on past preferences. you can also sell and redeem gift cards (for details visit www.quickbooksmerchantservice.com). by tracking your customers' e-mail and shipping addresses you have what you need to let them know about upcoming sales or new inventory from their preferred manufacturers. scan bar codes or type a few keystrokes to add items accurately to sales receipts. view larger. start fast and get help when you need it quickbooks point-of-sale is so easy to set up that many retailers start ringing up sales the first day. just answer a few questions in the software's simple setup wizard import your inventory customer and vendor lists from microsoft excel or quickbooks financial software and you're ready to go. you even get free phone support for 30 days after registration. the first time you connect quickbooks point-of-sale to quickbooks financial software the quickbooks connection wizard walks you through setting everything up correctly. when the two programs are connected you can transfer inventory and sales data from your store to your back office with the click of a button. compatible with other applications import all of your customers vendors and inventory items in one quick step from quickbooks financial software or microsoft excel. save hours of typing each entry by hand. (microsoft word and excel integration requires word and excel 2000 2002 or 2003; outlook synchronization requires outlook 2000 2002 or 2003; all are sold separately. synchronization with outlook is also possible using quickbooks customer manager sold separately.) save hours on bookkeeping transfer sales and customer information employee timesheets sales receipts receiving vouchers and other key information directly into quickbooks financial software with one click. or use quickbooks point-of-sale all by itself. have a question about a tricky transaction? go to the practice file to see how it's done. intuit loads this file with three months of sample data for an imaginary retailer. combine it with quickbooks team quickbooks point-of-sale with quickbooks financial software (sold separately) and you can save time and reduce the risk of errors when performing financial accounting tasks. quickbooks point-of-sale works with any quickbooks pro or premier edition (2004-2007) and quickbooks enterprise solutions (versions 4.0-7.0). when you use quickbooks point-of-sale with quickbooks financial software the two programs work together to handle your business end-to-end--from managing inventory and ringing up sales to tracking finances and running customized reports that help you make better buying decisions. need hardware? save time and hassles with quickbooks point-of-sale basic 6.0 retail management software/hardware (bundle) a guaranteed-compatible software/hardware combination that includes pos basic 6.0 bundled with a receipt printer a cash drawer a bar-code scanner and a credit-card reader. merchant services are optional. for details including a complete list of services and requirements visit www.quickbooksmerchantservice.com.,intuit,799.95,quickbooks(r) point of sale 2007: basic retail management 6.0
